sale_id,date_id,product_id,customer_id,salesperson_id,location_id,units_sold,unit_price,revenue,discount_type,payment_method,delivery_status,return_status,return_amount
845,153,P006,C0602,SP04,L03,8,26.57,1633.5432,Seasonal,Online Payment,Pending,No Returns,115.39
846,154,P002,C1851,SP01,L07,25,283.65,212.94,Promotional,Credit Card,Cancelled,Returned,199.99
847,154,P002,C0565,SP03,L02,39,158.35,1909.2192,No Discount,Credit Card,Pending,No Returns,453.93
848,154,P003,C1999,SP04,L12,30,459.87,1866.98624,Promotional,Installment,Cancelled,Returned,328.9
849,154,P004,C1033,SP02,L08,8,460.78,5601.599999999999,No Discount,Online Payment,Delivered,No Returns,2.79
850,154,P005,C1349,SP01,L05,45,109.28,465.45408,No Discount,Cash,Pending,Partially Returned,424.99
851,155,P001,C1538,SP05,L12,35,141.75,125.8816,Seasonal,Installment,Cancelled,Returned,378.26
852,155,P004,C0240,SP01,L04,18,444.16,1840.9032,Promotional,Credit Card,Pending,Partially Returned,301.58
853,155,P004,C1444,SP03,L03,47,338.77,2070.5544,Bulk Purchase,Cash,Cancelled,Returned,135.55
854,155,P004,C1382,SP05,L08,45,451.77,501.4440000000001,Seasonal,Cash,Cancelled,No Returns,423.81
855,155,P005,C0348,SP05,L07,11,187.7,1225.6335,No Discount,Credit Card,Pending,No Returns,114.56
856,155,P006,C1171,SP02,L09,42,253.1,1938.675200000001,Promotional,Installment,Pending,Partially Returned,139.29
857,155,P006,C1353,SP05,L08,37,240.42,5646.915,Bulk Purchase,Credit Card,Delivered,No Returns,411.79
858,156,P001,C2030,SP04,L04,3,178.08,1237.05792,No Discount,Installment,Cancelled,Returned,18.37
859,156,P003,C0733,SP01,L10,16,207.8,1743.3024,Seasonal,Cash,Delivered,No Returns,452.07
860,156,P004,C1520,SP06,L07,24,140.97,3064.32,Seasonal,Online Payment,Pending,No Returns,165.55
861,157,P002,C1237,SP06,L09,26,397.67,1776.896,Promotional,Online Payment,Pending,Returned,373.04
862,157,P002,C1809,SP06,L01,38,28.22,2865.2736,Promotional,Cash,Delivered,Returned,249.25
863,157,P003,C1072,SP01,L02,2,184.62,104.9216,No Discount,Installment,Pending,Partially Returned,63.28
864,157,P005,C1132,SP03,L04,22,158.24,587.574,Promotional,Credit Card,Pending,Returned,474.11
865,157,P005,C0612,SP04,L05,44,331.84,446.38776,Bulk Purchase,Cash,Cancelled,Returned,447.05
866,157,P006,C1743,SP03,L10,25,76.71,7267.932,No Discount,Credit Card,Cancelled,Partially Returned,56.06
867,158,P001,C0766,SP06,L03,3,196.66,6157.0368,No Discount,Online Payment,Cancelled,No Returns,384.07
868,158,P002,C1213,SP06,L10,18,303.38,4049.2704,Promotional,Cash,Delivered,No Returns,285.42
869,158,P003,C0105,SP04,L07,33,443.08,899.5056,Seasonal,Installment,Delivered,Partially Returned,98.15
870,158,P005,C0587,SP02,L03,34,250.21,5974.3008,Bulk Purchase,Online Payment,Cancelled,Returned,50.84
871,159,P002,C1573,SP01,L04,6,188.89,680.73696,Bulk Purchase,Cash,Pending,No Returns,225.76
872,159,P002,C0081,SP04,L01,48,141.33,1502.6592,Promotional,Cash,Cancelled,No Returns,323.2
873,159,P003,C1020,SP01,L08,42,429.06,713.1600000000001,Bulk Purchase,Online Payment,Delivered,No Returns,88.01
874,159,P003,C1412,SP02,L08,4,25.32,6007.5,No Discount,Credit Card,Delivered,No Returns,161.81
875,159,P003,C0124,SP02,L04,31,86.39,275.0112,Seasonal,Online Payment,Cancelled,Returned,115.99
876,159,P004,C0342,SP02,L04,15,408.76,4237.8768,No Discount,Online Payment,Delivered,No Returns,154.02
877,159,P004,C0063,SP04,L01,35,330.25,1119.3504,No Discount,Cash,Delivered,Returned,143.23
878,159,P005,C1146,SP06,L06,8,96.61,3548.544,Bulk Purchase,Online Payment,Pending,Returned,22.84
879,159,P006,C0641,SP01,L06,47,337.16,900.864,Seasonal,Credit Card,Pending,Returned,244.81
880,160,P001,C0048,SP04,L04,2,386.2,2431.08864,No Discount,Cash,Pending,No Returns,309.93
881,160,P005,C1028,SP01,L04,26,120.47,424.58688,Seasonal,Installment,Pending,Partially Returned,327.49
882,161,P001,C0822,SP02,L05,2,246.79,853.0267199999998,Seasonal,Cash,Delivered,No Returns,486.58
883,161,P002,C0605,SP04,L04,5,368.29,1477.28448,Seasonal,Cash,Delivered,Partially Returned,225.41
884,161,P005,C0190,SP01,L03,43,107.19,620.0064000000001,Promotional,Online Payment,Pending,No Returns,304.62
885,161,P005,C0447,SP02,L02,26,87.79,2503.648,Seasonal,Online Payment,Pending,No Returns,250.69
886,162,P001,C2115,SP06,L07,40,203.32,1506.96,No Discount,Online Payment,Cancelled,Partially Returned,27.97
887,162,P003,C0211,SP02,L05,6,454.55,2839.3092,Seasonal,Online Payment,Pending,Returned,347.76
888,162,P003,C1002,SP03,L08,35,398.57,1106.01,Promotional,Online Payment,Cancelled,Returned,391.45
889,162,P003,C1937,SP05,L03,28,487.59,4225.6728,Promotional,Online Payment,Delivered,Returned,358.52
890,162,P004,C0966,SP04,L12,32,149.59,2884.00512,No Discount,Cash,Cancelled,No Returns,483.33
891,163,P001,C0034,SP05,L09,44,281.35,1020.29312,Seasonal,Installment,Delivered,Partially Returned,207.12
892,163,P002,C1056,SP01,L01,22,378.66,3331.2384,Seasonal,Cash,Delivered,Returned,381.0
893,163,P002,C0841,SP05,L01,36,474.91,2235.8448,No Discount,Cash,Delivered,No Returns,234.39
894,163,P003,C0040,SP02,L12,11,122.62,592.9382400000001,Seasonal,Installment,Cancelled,Partially Returned,255.55
895,163,P003,C2086,SP02,L10,32,445.8,4266.0576,No Discount,Cash,Pending,No Returns,16.66
896,163,P003,C0999,SP03,L03,41,277.79,3347.2278,No Discount,Credit Card,Delivered,Partially Returned,341.06
897,163,P003,C1389,SP06,L11,30,42.82,3257.136,Promotional,Credit Card,Delivered,Returned,419.17
898,163,P004,C1245,SP01,L01,10,285.67,130.2336,Bulk Purchase,Installment,Delivered,No Returns,268.66
899,163,P004,C0241,SP02,L11,21,302.65,4209.024,Bulk Purchase,Credit Card,Cancelled,Returned,105.29
900,163,P006,C0600,SP01,L09,25,21.84,1900.32128,Bulk Purchase,Installment,Cancelled,Returned,484.5
901,163,P006,C1544,SP01,L12,38,194.04,4704.403200000001,No Discount,Online Payment,Cancelled,No Returns,287.25
902,163,P006,C1364,SP01,L07,41,67.21,189.8064,No Discount,Installment,Delivered,Partially Returned,401.7
903,164,P004,C0760,SP01,L05,30,415.69,1498.497,Bulk Purchase,Credit Card,Delivered,No Returns,492.79
904,164,P005,C1949,SP05,L06,1,131.2,2852.8896,No Discount,Installment,Cancelled,Partially Returned,218.78
905,164,P006,C2106,SP02,L08,33,384.04,6365.25,No Discount,Online Payment,Cancelled,No Returns,269.12
906,164,P006,C0892,SP06,L02,34,159.8,705.152,Bulk Purchase,Online Payment,Delivered,Partially Returned,127.19
907,165,P002,C0690,SP01,L07,13,336.08,4082.526,Promotional,Online Payment,Pending,Partially Returned,209.98
908,165,P004,C0049,SP03,L12,7,456.64,1866.96448,Bulk Purchase,Installment,Delivered,No Returns,312.84
909,165,P004,C1149,SP05,L09,44,222.83,4681.459200000001,Seasonal,Credit Card,Cancelled,Partially Returned,160.77
910,165,P005,C1564,SP03,L03,7,228.99,4963.874400000001,No Discount,Online Payment,Pending,Returned,386.16
911,165,P005,C1248,SP05,L01,23,424.19,801.64,No Discount,Online Payment,Cancelled,Partially Returned,53.47
912,165,P006,C1874,SP03,L10,11,197.47,1529.3376,Seasonal,Cash,Cancelled,No Returns,455.79
913,166,P003,C0513,SP02,L07,48,398.6,3803.646,Seasonal,Online Payment,Cancelled,Partially Returned,5.15
914,167,P001,C0827,SP01,L08,2,479.28,6498.8325,Seasonal,Credit Card,Delivered,No Returns,408.23
915,167,P003,C0071,SP01,L10,37,254.38,6328.4256,Seasonal,Cash,Pending,Partially Returned,460.01
916,167,P003,C0929,SP03,L02,25,57.87,3073.4256,No Discount,Credit Card,Delivered,Returned,24.17
917,167,P003,C0986,SP06,L11,48,272.09,3237.360000000001,Promotional,Credit Card,Delivered,Returned,436.31
918,167,P004,C1528,SP02,L12,14,329.27,1493.3888,Seasonal,Online Payment,Pending,Partially Returned,216.68
919,167,P004,C1523,SP03,L08,13,393.72,5395.14,No Discount,Cash,Cancelled,Partially Returned,259.18
920,167,P005,C1208,SP01,L11,37,269.66,3862.72,No Discount,Online Payment,Delivered,No Returns,107.25
921,167,P005,C1369,SP06,L05,34,374.03,378.4053,Seasonal,Credit Card,Delivered,Returned,45.0
922,168,P001,C1764,SP05,L01,40,247.7,965.5968,Seasonal,Cash,Cancelled,Partially Returned,397.82
923,168,P002,C1708,SP06,L07,30,468.68,2809.9575,Seasonal,Credit Card,Cancelled,Returned,479.15
924,168,P002,C1249,SP06,L07,46,47.57,838.2359999999999,Bulk Purchase,Installment,Pending,No Returns,120.19
925,168,P004,C0430,SP02,L10,35,433.93,366.7776,Bulk Purchase,Installment,Pending,No Returns,315.96
926,168,P004,C1784,SP06,L09,35,480.61,2067.3664,Bulk Purchase,Online Payment,Cancelled,Returned,208.1
927,168,P005,C0907,SP03,L04,39,287.49,2930.3856,No Discount,Credit Card,Delivered,Returned,360.12
928,169,P001,C0329,SP01,L11,15,319.97,2987.008,Seasonal,Online Payment,Cancelled,Returned,140.43
929,169,P001,C0007,SP04,L05,39,422.39,1849.89168,Bulk Purchase,Cash,Delivered,Partially Returned,328.47
930,169,P002,C0635,SP02,L09,14,461.45,3006.784000000001,Bulk Purchase,Online Payment,Pending,Returned,11.57
931,169,P002,C0762,SP02,L07,48,430.57,1052.9505,Bulk Purchase,Credit Card,Pending,Partially Returned,266.32
932,169,P002,C0484,SP03,L06,48,280.28,2799.288,Seasonal,Credit Card,Pending,Partially Returned,40.9
933,169,P003,C0566,SP04,L05,5,20.76,1203.2748,Promotional,Cash,Cancelled,Returned,181.37
934,169,P003,C1175,SP05,L04,1,419.08,1692.08352,Promotional,Cash,Delivered,No Returns,239.55
935,169,P003,C1908,SP06,L12,41,403.52,4865.0464,Promotional,Online Payment,Pending,Returned,435.41
936,169,P005,C0461,SP06,L02,37,208.26,1412.544,No Discount,Credit Card,Delivered,Partially Returned,207.34
937,169,P006,C1109,SP06,L11,4,131.85,385.4976,No Discount,Cash,Delivered,Partially Returned,399.57
938,170,P003,C1567,SP05,L05,40,286.04,1748.24832,No Discount,Cash,Cancelled,Partially Returned,258.38
939,170,P004,C0209,SP02,L04,21,417.48,281.98368,Promotional,Cash,Delivered,Returned,365.43
940,170,P004,C1316,SP04,L02,28,362.22,278.88,Promotional,Credit Card,Pending,Partially Returned,317.71
941,170,P006,C2065,SP04,L05,44,75.36,281.6996,Bulk Purchase,Online Payment,Delivered,Partially Returned,24.86
942,171,P005,C0396,SP04,L08,20,111.47,2582.118,Seasonal,Cash,Pending,No Returns,219.25
943,172,P001,C1162,SP02,L11,32,347.92,3139.968,Seasonal,Online Payment,Pending,Returned,33.53
944,172,P003,C1235,SP03,L02,22,140.02,528.0576,No Discount,Credit Card,Pending,Partially Returned,119.8
945,172,P003,C1486,SP03,L06,10,416.41,3905.279999999999,Bulk Purchase,Credit Card,Pending,No Returns,370.94
946,172,P003,C0670,SP04,L04,41,182.73,1725.59808,No Discount,Cash,Delivered,No Returns,319.89
947,172,P004,C2041,SP01,L06,5,435.39,2297.1264,Promotional,Installment,Cancelled,Returned,257.41
948,172,P004,C1420,SP02,L12,47,39.26,921.7536,No Discount,Installment,Delivered,No Returns,78.28
949,172,P004,C1919,SP02,L03,39,293.77,1367.5554,Seasonal,Credit Card,Cancelled,Partially Returned,320.35
950,172,P005,C0529,SP04,L10,11,343.65,4203.864,No Discount,Credit Card,Delivered,Partially Returned,481.53
951,172,P006,C0268,SP03,L01,36,69.8,2535.288,Seasonal,Online Payment,Cancelled,No Returns,58.01
952,172,P006,C0498,SP05,L04,29,248.64,1327.25952,Promotional,Installment,Delivered,Partially Returned,457.34
953,173,P004,C1275,SP01,L10,33,171.25,1826.0032,Seasonal,Installment,Delivered,No Returns,342.3
954,173,P004,C0072,SP05,L09,28,400.36,2277.897600000001,Promotional,Credit Card,Cancelled,No Returns,491.3
955,173,P006,C0178,SP05,L12,16,366.44,1679.91552,Seasonal,Cash,Pending,Returned,223.77
956,173,P006,C1673,SP05,L12,32,219.31,706.72128,No Discount,Installment,Cancelled,Returned,6.87
957,174,P002,C0345,SP05,L03,27,53.01,3421.3428,Promotional,Credit Card,Delivered,No Returns,110.64
958,174,P003,C1670,SP06,L10,28,308.76,1297.0944,No Discount,Cash,Pending,Returned,49.93
959,174,P005,C0781,SP01,L06,38,412.45,1082.6496,Seasonal,Cash,Pending,No Returns,38.99
960,175,P004,C1226,SP05,L10,49,84.03,5551.055999999999,No Discount,Cash,Delivered,No Returns,345.74
961,175,P006,C0345,SP01,L08,10,16.07,1267.596,No Discount,Cash,Cancelled,Partially Returned,431.65
962,176,P002,C0132,SP06,L10,30,497.63,3452.064,No Discount,Cash,Delivered,No Returns,368.17
963,176,P003,C1528,SP01,L05,45,389.51,461.916,Seasonal,Online Payment,Cancelled,Returned,391.05
964,176,P003,C1272,SP05,L02,31,230.96,248.45184,Promotional,Cash,Pending,Partially Returned,473.24
965,176,P004,C1431,SP02,L06,13,88.44,4200.576,Promotional,Online Payment,Cancelled,Returned,195.16
966,176,P005,C1856,SP05,L07,45,476.6,971.4599999999998,Bulk Purchase,Credit Card,Delivered,Partially Returned,49.88
967,177,P002,C0370,SP04,L01,11,466.5,2894.682,No Discount,Credit Card,Cancelled,Returned,10.49
968,177,P004,C1905,SP06,L09,16,429.06,2338.9696,Promotional,Online Payment,Delivered,Returned,129.87
969,177,P005,C0824,SP01,L03,43,181.43,604.5062399999999,Seasonal,Cash,Delivered,No Returns,80.89
970,177,P005,C0224,SP03,L08,34,223.78,318.978,Seasonal,Cash,Pending,Partially Returned,254.09
971,178,P002,C0197,SP04,L02,29,339.85,1689.3632,Seasonal,Online Payment,Cancelled,Returned,232.76
972,178,P003,C0899,SP03,L04,20,467.91,404.1252,Bulk Purchase,Credit Card,Cancelled,Partially Returned,342.06
973,178,P003,C0190,SP04,L06,13,68.23,8764.32,Seasonal,Online Payment,Delivered,No Returns,163.19
974,178,P003,C0300,SP06,L05,9,274.21,2339.6464,No Discount,Online Payment,Delivered,No Returns,179.21
975,178,P004,C1505,SP04,L05,37,476.06,1026.4072,No Discount,Installment,Pending,Returned,57.43
976,178,P004,C0793,SP05,L04,48,22.0,769.2192000000001,No Discount,Online Payment,Pending,Partially Returned,197.19
977,178,P005,C0918,SP02,L03,13,110.59,3237.7806,Bulk Purchase,Credit Card,Cancelled,Partially Returned,247.88
978,178,P005,C1450,SP04,L10,34,399.86,4593.926399999999,Bulk Purchase,Cash,Pending,Returned,362.6
979,178,P005,C0427,SP05,L02,30,175.09,338.016,Bulk Purchase,Cash,Pending,Returned,271.08
980,179,P003,C1397,SP03,L12,14,470.27,1427.44512,Bulk Purchase,Cash,Delivered,Partially Returned,109.12
981,179,P004,C1751,SP06,L03,28,125.56,4856.3712,Promotional,Online Payment,Pending,No Returns,464.92
982,179,P006,C1999,SP01,L10,21,57.32,8182.019999999999,Seasonal,Credit Card,Cancelled,Returned,368.22
983,179,P006,C1954,SP03,L05,5,437.07,448.62272,Seasonal,Installment,Cancelled,No Returns,258.67
984,180,P002,C1436,SP04,L06,18,181.55,1493.6256,Seasonal,Cash,Cancelled,No Returns,248.19
985,180,P003,C0902,SP01,L01,36,135.15,2122.3776,Bulk Purchase,Cash,Cancelled,No Returns,230.19
986,180,P003,C1436,SP06,L08,9,441.1,2752.164,No Discount,Cash,Pending,No Returns,27.31
987,180,P004,C2143,SP04,L11,21,473.32,1003.328,No Discount,Online Payment,Delivered,Partially Returned,346.68
988,180,P005,C0306,SP06,L07,2,383.79,2760.786,No Discount,Online Payment,Pending,Partially Returned,427.34
989,181,P002,C0442,SP03,L10,13,490.01,1846.2528,Seasonal,Cash,Pending,No Returns,91.79
990,181,P002,C0208,SP05,L02,8,336.18,1655.4944,Bulk Purchase,Online Payment,Cancelled,No Returns,385.27
991,181,P003,C0015,SP01,L01,20,448.43,575.2991999999999,No Discount,Installment,Pending,No Returns,396.98
992,181,P005,C0615,SP05,L09,14,43.88,239.83872,Promotional,Cash,Delivered,No Returns,155.26
993,181,P006,C1112,SP04,L04,10,82.34,1931.76576,Seasonal,Cash,Delivered,Partially Returned,163.07
994,181,P006,C0772,SP05,L04,30,469.13,1750.84416,Bulk Purchase,Cash,Cancelled,Returned,74.07
995,182,P001,C0438,SP04,L07,37,150.58,783.2328,Seasonal,Installment,Delivered,Partially Returned,435.06
996,182,P002,C1105,SP01,L01,48,85.44,1710.9792,No Discount,Cash,Delivered,Partially Returned,433.17
997,182,P005,C1189,SP01,L05,22,478.09,777.6132,Seasonal,Credit Card,Delivered,No Returns,271.74
998,182,P006,C1949,SP02,L04,47,129.93,464.0716799999999,Promotional,Cash,Cancelled,Partially Returned,167.79
999,182,P006,C0036,SP04,L02,49,243.97,169.2096,Bulk Purchase,Cash,Pending,Returned,372.81
1000,183,P001,C1186,SP01,L01,28,457.3,2325.162,No Discount,Credit Card,Cancelled,Returned,205.22
1001,183,P002,C1722,SP01,L09,46,149.63,2768.1984,No Discount,Credit Card,Cancelled,Partially Returned,300.82
1002,183,P002,C0690,SP03,L05,26,348.0,3555.1152,Promotional,Online Payment,Cancelled,Returned,296.39
1003,183,P002,C1759,SP05,L11,27,227.87,1795.056,Bulk Purchase,Credit Card,Delivered,Partially Returned,318.87
1004,183,P003,C0343,SP04,L03,39,67.27,2910.0708,Seasonal,Credit Card,Delivered,Partially Returned,47.1
1005,183,P005,C0041,SP02,L10,43,307.2,971.88,Bulk Purchase,Credit Card,Delivered,No Returns,218.07
1006,184,P001,C1026,SP01,L07,14,380.87,496.7171999999999,No Discount,Cash,Delivered,Returned,175.91
1007,184,P001,C0132,SP01,L11,8,480.76,4264.32,Seasonal,Online Payment,Delivered,Returned,396.49
1008,184,P001,C1703,SP04,L09,20,131.72,4000.233600000001,Seasonal,Credit Card,Cancelled,Partially Returned,156.44
1009,184,P002,C1284,SP06,L11,49,15.81,2644.032,Seasonal,Online Payment,Cancelled,Partially Returned,95.3
1010,184,P004,C1594,SP04,L08,25,105.29,1068.48,Promotional,Installment,Pending,Returned,191.29
1011,184,P006,C1410,SP01,L05,12,398.22,1045.52448,No Discount,Cash,Pending,Returned,453.88
1012,184,P006,C0564,SP02,L02,30,69.67,1159.7376,Promotional,Online Payment,Delivered,Partially Returned,331.3
1013,185,P001,C0469,SP06,L10,25,135.7,2677.472,Bulk Purchase,Online Payment,Delivered,No Returns,64.45
1014,185,P002,C0139,SP02,L12,23,342.63,1022.19776,Promotional,Installment,Delivered,Partially Returned,170.85
1015,185,P002,C1397,SP06,L06,7,240.47,8380.608,Bulk Purchase,Online Payment,Cancelled,Returned,32.37
1016,185,P002,C0247,SP06,L11,37,64.1,788.0192000000001,Bulk Purchase,Installment,Cancelled,Returned,93.05
1017,185,P005,C0614,SP01,L08,15,327.63,6551.4825,Seasonal,Credit Card,Delivered,No Returns,236.29
1018,185,P005,C1279,SP02,L10,45,309.1,2153.088,Bulk Purchase,Installment,Pending,Partially Returned,85.56
1019,186,P001,C1796,SP03,L05,4,76.01,1154.28768,Bulk Purchase,Cash,Delivered,Partially Returned,252.51
1020,186,P001,C0974,SP06,L08,17,375.5,771.0300000000001,Promotional,Online Payment,Cancelled,No Returns,23.22
1021,186,P001,C0279,SP06,L04,19,317.01,2456.3952,No Discount,Online Payment,Pending,No Returns,448.39
1022,186,P002,C1857,SP04,L12,45,271.53,1326.29376,Seasonal,Cash,Cancelled,No Returns,63.78
1023,186,P002,C0941,SP05,L01,33,293.57,1790.8352,No Discount,Installment,Cancelled,No Returns,291.85
1024,186,P004,C1046,SP02,L06,23,332.58,4544.927999999999,No Discount,Cash,Delivered,Partially Returned,285.46
1025,186,P006,C0188,SP02,L03,26,274.9,992.0232,No Discount,Credit Card,Pending,Returned,398.61
1026,187,P002,C2005,SP02,L05,16,91.13,906.8696,No Discount,Installment,Delivered,No Returns,379.7
1027,187,P003,C1595,SP02,L08,47,467.35,2689.956,Seasonal,Installment,Pending,No Returns,421.23
1028,187,P003,C1665,SP05,L05,38,358.78,1371.7704,No Discount,Installment,Delivered,No Returns,418.98
1029,187,P003,C0137,SP06,L02,10,268.74,754.84416,No Discount,Cash,Cancelled,No Returns,19.96
1030,187,P004,C0913,SP02,L11,43,65.31,587.6224000000001,Bulk Purchase,Installment,Pending,Returned,18.74
1031,187,P006,C1558,SP05,L08,30,64.68,3829.572,Bulk Purchase,Cash,Pending,Partially Returned,484.62
1032,188,P002,C0851,SP05,L11,17,61.51,3688.7808,No Discount,Cash,Pending,Returned,472.07
1033,188,P004,C1044,SP04,L03,14,278.75,3765.771000000001,Bulk Purchase,Credit Card,Pending,No Returns,21.68
1034,189,P001,C1856,SP04,L01,2,221.05,1345.8368,Promotional,Installment,Pending,No Returns,274.41
1035,189,P002,C1725,SP03,L01,15,385.14,2642.024,No Discount,Online Payment,Pending,Returned,115.43
1036,189,P004,C0329,SP02,L12,44,365.91,426.496,Promotional,Installment,Cancelled,Returned,168.06
1037,189,P005,C0808,SP01,L01,28,37.88,742.0559999999999,Promotional,Credit Card,Delivered,Partially Returned,169.28
1038,189,P006,C1299,SP04,L12,36,282.91,3432.8304,No Discount,Credit Card,Delivered,No Returns,430.74
1039,190,P002,C0543,SP03,L02,16,173.36,1486.24896,Bulk Purchase,Cash,Cancelled,Returned,398.27
1040,190,P002,C1235,SP04,L01,11,74.06,3955.476,Seasonal,Credit Card,Delivered,Returned,52.94
1041,190,P003,C1114,SP04,L03,1,312.47,1655.9964,Bulk Purchase,Credit Card,Pending,No Returns,31.34
1042,190,P004,C1144,SP02,L10,8,428.24,1541.792,No Discount,Online Payment,Delivered,Partially Returned,116.04
1043,190,P005,C0898,SP01,L09,39,168.0,1745.131520000001,No Discount,Installment,Delivered,Returned,343.11
1044,191,P001,C1925,SP01,L07,40,131.3,746.298,No Discount,Credit Card,Cancelled,Returned,325.54
1045,191,P002,C1441,SP01,L09,9,273.23,1529.6512,Promotional,Installment,Cancelled,Partially Returned,166.12
1046,191,P002,C0552,SP03,L12,34,278.27,3171.4656,Seasonal,Credit Card,Pending,No Returns,323.52
1047,191,P003,C0354,SP03,L08,12,133.88,638.82,No Discount,Online Payment,Delivered,Returned,416.38
1048,191,P003,C1313,SP06,L10,34,18.95,5388.028799999999,Promotional,Cash,Delivered,Partially Returned,90.07
1049,191,P004,C0211,SP03,L09,15,236.38,1584.33792,No Discount,Cash,Delivered,Returned,384.45
1050,191,P004,C0858,SP06,L05,48,77.13,329.3908799999999,Bulk Purchase,Cash,Pending,Partially Returned,215.08
1051,191,P006,C0725,SP06,L03,1,490.61,4676.032800000001,Seasonal,Online Payment,Cancelled,No Returns,205.67
1052,192,P001,C1842,SP05,L09,7,445.98,6977.907200000001,Bulk Purchase,Online Payment,Delivered,Partially Returned,391.68
1053,192,P001,C0613,SP06,L04,18,65.1,3449.6928,Promotional,Online Payment,Pending,Partially Returned,303.76
1054,192,P001,C1314,SP06,L04,33,428.99,128.77056,No Discount,Installment,Pending,Partially Returned,406.96
1055,192,P003,C0159,SP03,L08,5,268.43,930.825,Bulk Purchase,Credit Card,Delivered,Returned,143.06
1056,192,P003,C1407,SP05,L12,31,450.72,1584.876,Bulk Purchase,Credit Card,Cancelled,Returned,235.53
1057,192,P004,C2070,SP02,L03,3,223.56,605.2320000000001,Promotional,Installment,Pending,Returned,391.1
1058,192,P004,C0831,SP05,L02,13,271.37,2637.4992,No Discount,Credit Card,Delivered,No Returns,72.18
1059,192,P004,C1090,SP06,L11,13,346.01,3084.9024,Promotional,Cash,Cancelled,No Returns,96.95
1060,192,P005,C0126,SP03,L08,38,445.55,5129.64,Promotional,Online Payment,Cancelled,No Returns,95.53
1061,192,P006,C1064,SP02,L09,4,105.68,1766.5824,Promotional,Credit Card,Cancelled,Returned,116.85
1062,193,P002,C0933,SP06,L12,32,308.31,1472.73856,Bulk Purchase,Installment,Cancelled,No Returns,325.17
1063,193,P002,C0866,SP06,L10,13,72.06,7899.696,No Discount,Online Payment,Delivered,Partially Returned,420.98
1064,193,P003,C0114,SP06,L12,28,26.86,1732.94464,Bulk Purchase,Installment,Delivered,Partially Returned,386.14
1065,193,P004,C0963,SP01,L06,14,124.19,1760.256,Promotional,Credit Card,Delivered,No Returns,464.19
1066,193,P006,C0512,SP01,L02,49,189.44,2471.28,No Discount,Credit Card,Delivered,Returned,434.4
1067,193,P006,C0286,SP06,L10,32,171.83,1643.4432,Bulk Purchase,Installment,Pending,Partially Returned,101.36
1068,194,P001,C0464,SP02,L08,49,133.68,3468.780000000001,Promotional,Installment,Cancelled,Returned,320.5
1069,194,P002,C1812,SP01,L08,15,338.76,5046.516,Seasonal,Cash,Delivered,Partially Returned,208.41
1070,194,P002,C0199,SP01,L11,12,358.03,140.3392,Promotional,Installment,Pending,Returned,161.66
1071,194,P002,C0569,SP05,L09,40,113.16,4319.779200000001,Seasonal,Credit Card,Cancelled,Partially Returned,152.72
1072,194,P006,C1060,SP01,L12,39,130.63,406.6944,Bulk Purchase,Installment,Pending,Returned,215.58
1073,194,P006,C1472,SP03,L03,36,289.46,3984.471,No Discount,Credit Card,Pending,No Returns,481.19
1074,195,P001,C1719,SP06,L02,30,48.04,2362.6176,No Discount,Online Payment,Cancelled,No Returns,416.57
1075,195,P002,C1977,SP01,L09,38,479.09,3942.85056,Promotional,Cash,Delivered,No Returns,284.4
1076,195,P003,C1095,SP02,L11,48,66.21,2192.256,Seasonal,Credit Card,Delivered,Partially Returned,176.81
1077,195,P004,C1775,SP04,L05,19,73.88,1226.56352,Bulk Purchase,Installment,Cancelled,Returned,211.58
1078,195,P006,C0979,SP04,L09,41,69.52,5574.764800000001,Promotional,Online Payment,Cancelled,No Returns,274.99
1079,196,P001,C0590,SP03,L02,34,22.51,3119.1104,Seasonal,Online Payment,Delivered,Partially Returned,33.58
1080,196,P002,C2110,SP02,L12,44,243.81,422.77504,No Discount,Installment,Pending,No Returns,480.44
1081,196,P002,C2125,SP03,L03,4,47.4,380.94624,Promotional,Installment,Cancelled,Returned,302.1
1082,196,P003,C0370,SP05,L11,15,433.02,2148.096,Seasonal,Installment,Cancelled,No Returns,281.62
1083,196,P005,C1229,SP05,L09,29,385.67,1567.3152,Seasonal,Cash,Pending,Returned,210.91
1084,196,P005,C0347,SP05,L07,40,22.67,1647.03,Seasonal,Online Payment,Cancelled,Returned,471.55
1085,196,P005,C0002,SP06,L02,3,203.48,345.48864,Seasonal,Cash,Delivered,No Returns,361.46
1086,196,P006,C0468,SP05,L12,17,268.0,1589.65504,Bulk Purchase,Installment,Pending,No Returns,298.35
1087,197,P001,C0727,SP04,L09,33,488.54,4761.715200000001,Promotional,Online Payment,Cancelled,No Returns,489.72
1088,197,P002,C0668,SP01,L01,16,304.22,2159.5616,Bulk Purchase,Installment,Cancelled,No Returns,434.6
1089,197,P002,C1843,SP04,L07,42,393.35,1598.8644,Promotional,Cash,Pending,Returned,254.38
1090,197,P003,C1004,SP03,L07,35,455.8,1261.386,Bulk Purchase,Online Payment,Pending,Returned,362.57
1091,197,P003,C1545,SP06,L09,43,489.75,2719.79136,No Discount,Cash,Delivered,No Returns,474.98
1092,197,P003,C1262,SP06,L04,28,205.92,2399.3172,Bulk Purchase,Credit Card,Pending,Partially Returned,293.08
1093,197,P004,C0463,SP04,L09,24,100.17,1315.776,Seasonal,Installment,Cancelled,Partially Returned,429.75
