customer_id,customer_name,customer_type
C0980,Customer 1940,Returning
C0981,Customer 1941,Returning
C0982,Customer 1943,New
C0983,Customer 1944,VIP
C0984,Customer 1945,New
C0985,Customer 1946,New
C0986,Customer 1947,Returning
C0987,Customer 1948,Returning
C0988,Customer 1949,New
C0989,Customer 195,New
C0990,Customer 1950,New
C0991,Customer 1951,VIP
C0992,Customer 1952,New
C0993,Customer 1953,New
C0994,Customer 1954,New
C0995,Customer 1955,Returning
C0996,Customer 1958,VIP
C0997,Customer 1959,New
C0998,Customer 196,Returning
C0999,Customer 1960,VIP
C1000,Customer 1961,VIP
C1001,Customer 1962,Returning
C1002,Customer 1963,New
C1003,Customer 1964,Returning
C1004,Customer 1965,Returning
C1005,Customer 1966,Returning
C1006,Customer 1967,Returning
C1007,Customer 1968,New
C1008,Customer 1969,Returning
C1009,Customer 197,VIP
C1010,Customer 1970,VIP
C1011,Customer 1971,New
C1012,Customer 1972,VIP
C1013,Customer 1974,New
C1014,Customer 1975,New
C1015,Customer 1977,New
C1016,Customer 1978,Returning
C1017,Customer 1979,VIP
C1018,Customer 198,New
C1019,Customer 1980,New
C1020,Customer 1981,VIP
C1021,Customer 1982,Returning
C1022,Customer 1983,Returning
C1023,Customer 1984,Returning
C1024,Customer 1985,Returning
C1025,Customer 1987,VIP
C1026,Customer 1988,Returning
C1027,Customer 1989,VIP
C1028,Customer 199,New
C1029,Customer 1990,VIP
C1030,Customer 1991,VIP
C1031,Customer 1992,New
C1032,Customer 1993,Returning
C1033,Customer 1994,New
C1034,Customer 1995,VIP
C1035,Customer 1996,Returning
C1036,Customer 1998,VIP
C1037,Customer 1999,Returning
C1038,Customer 2,New
C1039,Customer 20,Returning
C1040,Customer 200,New
C1041,Customer 2000,Returning
C1042,Customer 2001,Returning
C1043,Customer 2002,VIP
C1044,Customer 2003,New
C1045,Customer 2004,VIP
C1046,Customer 2005,New
C1047,Customer 2006,New
C1048,Customer 2007,VIP
C1049,Customer 2009,VIP
C1050,Customer 201,VIP
C1051,Customer 2010,Returning
C1052,Customer 2011,VIP
C1053,Customer 2012,New
C1054,Customer 2013,VIP
C1055,Customer 2014,Returning
C1056,Customer 2016,Returning
C1057,Customer 2017,VIP
C1058,Customer 2018,VIP
C1059,Customer 2019,Returning
C1060,Customer 202,New
C1061,Customer 2020,Returning
C1062,Customer 2021,New
C1063,Customer 2022,New
C1064,Customer 2023,New
C1065,Customer 2024,Returning
C1066,Customer 2025,Returning
C1067,Customer 2026,New
C1068,Customer 2027,Returning
C1069,Customer 2028,Returning
C1070,Customer 2029,Returning
C1071,Customer 203,New
C1072,Customer 2030,New
C1073,Customer 2031,New
C1074,Customer 2032,New
C1075,Customer 2033,VIP
C1076,Customer 2034,Returning
C1077,Customer 2035,New
C1078,Customer 2036,New
C1079,Customer 2037,New
C1080,Customer 2038,VIP
C1081,Customer 2039,New
C1082,Customer 204,Returning
C1083,Customer 2040,New
C1084,Customer 2041,Returning
C1085,Customer 2042,New
C1086,Customer 2043,New
C1087,Customer 2044,VIP
C1088,Customer 2045,Returning
C1089,Customer 2046,New
C1090,Customer 2047,New
C1091,Customer 2048,VIP
C1092,Customer 2049,VIP
C1093,Customer 205,Returning
C1094,Customer 2050,Returning
C1095,Customer 2052,VIP
C1096,Customer 2053,VIP
C1097,Customer 2054,VIP
C1098,Customer 2055,New
C1099,Customer 2056,VIP
C1100,Customer 2057,New
C1101,Customer 2058,VIP
C1102,Customer 2059,VIP
C1103,Customer 206,VIP
C1104,Customer 2060,Returning
C1105,Customer 2061,New
C1106,Customer 2062,Returning
C1107,Customer 2063,VIP
C1108,Customer 2064,VIP
C1109,Customer 2065,VIP
C1110,Customer 2066,New
C1111,Customer 2067,New
C1112,Customer 2069,VIP
C1113,Customer 207,New
C1114,Customer 2070,Returning
C1115,Customer 2071,Returning
C1116,Customer 2072,New
C1117,Customer 2073,New
C1118,Customer 2074,Returning
C1119,Customer 2076,VIP
C1120,Customer 2077,VIP
C1121,Customer 2078,VIP
C1122,Customer 2079,Returning
C1123,Customer 208,New
C1124,Customer 2080,New
C1125,Customer 2081,VIP
C1126,Customer 2082,New
C1127,Customer 2083,New
C1128,Customer 2084,Returning
C1129,Customer 2085,Returning
C1130,Customer 2086,New
C1131,Customer 2088,VIP
C1132,Customer 2089,New
C1133,Customer 209,New
C1134,Customer 2090,New
C1135,Customer 2091,New
C1136,Customer 2092,VIP
C1137,Customer 2093,New
C1138,Customer 2094,VIP
C1139,Customer 2095,VIP
C1140,Customer 2096,Returning
C1141,Customer 2097,VIP
C1142,Customer 2098,VIP
C1143,Customer 2099,Returning
C1144,Customer 21,VIP
C1145,Customer 210,Returning
C1146,Customer 2100,Returning
C1147,Customer 2101,Returning
C1148,Customer 2102,VIP
C1149,Customer 2103,Returning
C1150,Customer 2105,VIP
C1151,Customer 2106,New
C1152,Customer 2107,VIP
C1153,Customer 2108,Returning
C1154,Customer 2109,Returning
C1155,Customer 211,VIP
C1156,Customer 2110,Returning
C1157,Customer 2111,New
C1158,Customer 2112,New
C1159,Customer 2113,New
C1160,Customer 2115,Returning
C1161,Customer 2116,New
C1162,Customer 2117,VIP
C1163,Customer 2118,VIP
C1164,Customer 2119,VIP
C1165,Customer 212,VIP
C1166,Customer 2120,Returning
C1167,Customer 2121,VIP
C1168,Customer 2122,VIP
C1169,Customer 2123,Returning
C1170,Customer 2124,VIP
C1171,Customer 2125,VIP
C1172,Customer 2126,New
C1173,Customer 2127,VIP
C1174,Customer 2128,New
C1175,Customer 2129,Returning
C1176,Customer 213,Returning
C1177,Customer 2130,VIP
C1178,Customer 2131,Returning
C1179,Customer 2133,Returning
C1180,Customer 2134,Returning
C1181,Customer 2135,VIP
C1182,Customer 2136,New
C1183,Customer 2137,New
C1184,Customer 2139,New
C1185,Customer 214,Returning
C1186,Customer 2140,New
C1187,Customer 2141,Returning
C1188,Customer 2142,VIP
C1189,Customer 2143,Returning
C1190,Customer 2144,VIP
C1191,Customer 2145,Returning
C1192,Customer 2146,Returning
C1193,Customer 2147,New
C1194,Customer 2148,Returning
C1195,Customer 2149,Returning
C1196,Customer 215,New
C1197,Customer 2150,New
C1198,Customer 2151,Returning
C1199,Customer 2152,VIP
C1200,Customer 2153,New
C1201,Customer 2154,New
C1202,Customer 2155,Returning
C1203,Customer 2156,Returning
C1204,Customer 2157,Returning
C1205,Customer 2158,VIP
C1206,Customer 2159,New
C1207,Customer 216,Returning
C1208,Customer 2160,New
C1209,Customer 2161,Returning
C1210,Customer 2163,VIP
C1211,Customer 2164,New
C1212,Customer 2165,New
C1213,Customer 2166,New
C1214,Customer 2167,New
C1215,Customer 2168,Returning
C1216,Customer 2169,New
C1217,Customer 217,Returning
C1218,Customer 2170,New
C1219,Customer 2171,VIP
C1220,Customer 2173,New
C1221,Customer 2174,VIP
C1222,Customer 2175,New
C1223,Customer 2176,VIP
C1224,Customer 2177,VIP
C1225,Customer 2178,New
C1226,Customer 2179,New
C1227,Customer 218,New
C1228,Customer 2180,New
C1229,Customer 2181,New
C1230,Customer 2182,New
C1231,Customer 2183,New
C1232,Customer 2184,Returning
C1233,Customer 2185,Returning
C1234,Customer 2186,Returning
C1235,Customer 2187,New
C1236,Customer 2188,Returning
C1237,Customer 219,Returning
C1238,Customer 2190,New
C1239,Customer 2191,Returning
C1240,Customer 2192,New
C1241,Customer 2194,New
C1242,Customer 2195,VIP
C1243,Customer 2196,New
C1244,Customer 2197,Returning
C1245,Customer 2198,Returning
C1246,Customer 2199,VIP
C1247,Customer 22,VIP
C1248,Customer 220,New
C1249,Customer 2200,Returning
C1250,Customer 2201,New
C1251,Customer 2202,New
C1252,Customer 2203,New
C1253,Customer 2204,Returning
C1254,Customer 2205,Returning
C1255,Customer 2207,New
C1256,Customer 2208,New
C1257,Customer 2209,New
C1258,Customer 221,Returning
C1259,Customer 2210,Returning
C1260,Customer 2211,VIP
C1261,Customer 2212,VIP
C1262,Customer 2213,Returning
C1263,Customer 2214,New
C1264,Customer 2215,New
C1265,Customer 2216,Returning
C1266,Customer 2217,New
C1267,Customer 2218,VIP
C1268,Customer 2219,New
C1269,Customer 222,New
C1270,Customer 2220,New
C1271,Customer 2221,New
C1272,Customer 2222,New
C1273,Customer 2223,Returning
C1274,Customer 2224,Returning
C1275,Customer 2225,New
C1276,Customer 2226,New
C1277,Customer 2227,Returning
C1278,Customer 2228,New
C1279,Customer 2229,New
C1280,Customer 223,New
C1281,Customer 2230,VIP
C1282,Customer 2231,VIP
C1283,Customer 2232,Returning
C1284,Customer 2233,New
C1285,Customer 2234,Returning
C1286,Customer 2235,New
C1287,Customer 2236,New
C1288,Customer 2237,Returning
C1289,Customer 2238,New
C1290,Customer 2239,VIP
C1291,Customer 224,New
C1292,Customer 2240,New
C1293,Customer 2241,Returning
C1294,Customer 2242,New
C1295,Customer 2243,New
C1296,Customer 2244,New
C1297,Customer 2245,Returning
C1298,Customer 2247,Returning
C1299,Customer 2248,VIP
C1300,Customer 2249,VIP
C1301,Customer 225,Returning
C1302,Customer 2250,New
C1303,Customer 2251,New
C1304,Customer 2252,Returning
C1305,Customer 2253,New
C1306,Customer 2255,New
C1307,Customer 2256,Returning
C1308,Customer 2257,Returning
C1309,Customer 2258,Returning
C1310,Customer 2259,Returning
C1311,Customer 226,Returning
C1312,Customer 2260,Returning
C1313,Customer 2261,VIP
C1314,Customer 2262,Returning
C1315,Customer 2263,VIP
C1316,Customer 2264,Returning
C1317,Customer 2265,New
C1318,Customer 2266,New
C1319,Customer 2267,Returning
C1320,Customer 2268,New
C1321,Customer 2269,New
C1322,Customer 227,Returning
C1323,Customer 2270,Returning
C1324,Customer 2271,VIP
C1325,Customer 2272,New
C1326,Customer 2273,VIP
C1327,Customer 2274,New
C1328,Customer 2275,New
C1329,Customer 2276,VIP
C1330,Customer 2278,Returning
C1331,Customer 2279,New
C1332,Customer 228,New
C1333,Customer 2280,New
C1334,Customer 2281,Returning
C1335,Customer 2282,VIP
C1336,Customer 2283,Returning
C1337,Customer 2284,New
C1338,Customer 2285,New
C1339,Customer 2286,New
C1340,Customer 2287,VIP
C1341,Customer 2288,New
C1342,Customer 2289,Returning
C1343,Customer 229,Returning
C1344,Customer 2290,Returning
C1345,Customer 2291,New
C1346,Customer 2292,VIP
C1347,Customer 2293,New
C1348,Customer 2294,Returning
C1349,Customer 2295,Returning
C1350,Customer 2297,New
C1351,Customer 2298,Returning
C1352,Customer 2299,VIP
C1353,Customer 23,New
C1354,Customer 230,Returning
C1355,Customer 2301,VIP
C1356,Customer 2302,Returning
C1357,Customer 2303,VIP
C1358,Customer 2304,New
C1359,Customer 2305,Returning
C1360,Customer 2307,New
C1361,Customer 2308,Returning
C1362,Customer 2309,Returning
C1363,Customer 231,VIP
C1364,Customer 2310,Returning
C1365,Customer 2311,Returning
C1366,Customer 2312,VIP
C1367,Customer 2313,New
C1368,Customer 2314,New
C1369,Customer 2315,VIP
C1370,Customer 2316,Returning
C1371,Customer 2317,New
C1372,Customer 2318,Returning
C1373,Customer 2319,New
C1374,Customer 232,Returning
C1375,Customer 2320,New
C1376,Customer 2321,Returning
C1377,Customer 2325,VIP
C1378,Customer 2326,New
C1379,Customer 2327,Returning
C1380,Customer 2328,New
C1381,Customer 2329,New
C1382,Customer 233,Returning
C1383,Customer 2330,New
C1384,Customer 2332,Returning
C1385,Customer 2334,New
C1386,Customer 2335,New
C1387,Customer 2336,Returning
C1388,Customer 2337,VIP
C1389,Customer 2338,VIP
C1390,Customer 2339,VIP
C1391,Customer 234,Returning
C1392,Customer 2340,Returning
C1393,Customer 2341,Returning
C1394,Customer 2342,New
C1395,Customer 2343,Returning
C1396,Customer 2344,New
C1397,Customer 2345,VIP
C1398,Customer 235,VIP
C1399,Customer 236,Returning
C1400,Customer 237,Returning
C1401,Customer 238,Returning
C1402,Customer 239,Returning
C1403,Customer 24,Returning
C1404,Customer 240,New
C1405,Customer 241,Returning
C1406,Customer 242,VIP
C1407,Customer 243,VIP
C1408,Customer 244,New
C1409,Customer 245,Returning
C1410,Customer 246,New
C1411,Customer 247,Returning
C1412,Customer 248,VIP
C1413,Customer 249,New
C1414,Customer 250,VIP
C1415,Customer 251,New
C1416,Customer 252,Returning
C1417,Customer 253,Returning
C1418,Customer 254,Returning
C1419,Customer 256,VIP
C1420,Customer 257,Returning
C1421,Customer 258,New
C1422,Customer 259,Returning
C1423,Customer 26,VIP
C1424,Customer 260,VIP
C1425,Customer 261,Returning
C1426,Customer 262,VIP
C1427,Customer 264,Returning
C1428,Customer 265,Returning
C1429,Customer 266,Returning
C1430,Customer 267,VIP
C1431,Customer 268,New
C1432,Customer 269,VIP
C1433,Customer 27,Returning
C1434,Customer 270,Returning
C1435,Customer 271,Returning
C1436,Customer 272,New
C1437,Customer 274,VIP
C1438,Customer 275,Returning
C1439,Customer 276,New
C1440,Customer 277,VIP
C1441,Customer 278,New
C1442,Customer 279,Returning
C1443,Customer 28,New
C1444,Customer 280,Returning
C1445,Customer 281,VIP
C1446,Customer 282,Returning
C1447,Customer 283,VIP
C1448,Customer 284,VIP
C1449,Customer 286,VIP
C1450,Customer 287,VIP
C1451,Customer 288,New
C1452,Customer 289,VIP
C1453,Customer 29,VIP
C1454,Customer 290,New
C1455,Customer 291,VIP
C1456,Customer 292,New
C1457,Customer 293,Returning
C1458,Customer 294,New
C1459,Customer 295,VIP
C1460,Customer 296,VIP
C1461,Customer 297,Returning
C1462,Customer 299,VIP
C1463,Customer 3,New
C1464,Customer 30,Returning
C1465,Customer 300,VIP
C1466,Customer 301,New
C1467,Customer 303,VIP
C1468,Customer 304,Returning
C1469,Customer 305,VIP
C1470,Customer 306,Returning
C1471,Customer 307,VIP
C1472,Customer 308,New
C1473,Customer 309,New
C1474,Customer 31,VIP
C1475,Customer 310,VIP
C1476,Customer 311,Returning
C1477,Customer 312,Returning
C1478,Customer 313,New
C1479,Customer 314,New
C1480,Customer 316,VIP
C1481,Customer 317,New
C1482,Customer 318,Returning
C1483,Customer 319,New
C1484,Customer 32,VIP
C1485,Customer 321,Returning
C1486,Customer 322,Returning
C1487,Customer 324,Returning
C1488,Customer 325,Returning
C1489,Customer 326,VIP
C1490,Customer 328,VIP
C1491,Customer 329,New
C1492,Customer 330,New
C1493,Customer 331,New
C1494,Customer 333,Returning
C1495,Customer 334,New
C1496,Customer 336,Returning
C1497,Customer 337,Returning
C1498,Customer 338,Returning
C1499,Customer 339,New
C1500,Customer 34,Returning
C1501,Customer 340,VIP
C1502,Customer 341,VIP
C1503,Customer 342,VIP
C1504,Customer 343,VIP
C1505,Customer 344,VIP
C1506,Customer 345,Returning
C1507,Customer 346,VIP
C1508,Customer 347,VIP
C1509,Customer 348,VIP
C1510,Customer 349,New
C1511,Customer 35,New
C1512,Customer 351,VIP
C1513,Customer 352,Returning
C1514,Customer 353,VIP
C1515,Customer 354,VIP
C1516,Customer 355,New
C1517,Customer 356,VIP
C1518,Customer 357,VIP
C1519,Customer 358,VIP
C1520,Customer 359,VIP
C1521,Customer 36,VIP
C1522,Customer 360,Returning
C1523,Customer 361,New
C1524,Customer 362,New
C1525,Customer 363,Returning
C1526,Customer 364,New
C1527,Customer 365,Returning
C1528,Customer 366,VIP
C1529,Customer 367,VIP
C1530,Customer 368,New
C1531,Customer 369,Returning
C1532,Customer 37,VIP
C1533,Customer 371,Returning
C1534,Customer 372,New
C1535,Customer 373,Returning
C1536,Customer 374,New
C1537,Customer 375,VIP
C1538,Customer 376,New
C1539,Customer 377,New
C1540,Customer 378,VIP
C1541,Customer 379,Returning
C1542,Customer 38,New
C1543,Customer 381,New
C1544,Customer 382,Returning
C1545,Customer 383,Returning
C1546,Customer 384,Returning
C1547,Customer 385,VIP
C1548,Customer 386,VIP
C1549,Customer 388,Returning
C1550,Customer 389,New
C1551,Customer 39,VIP
C1552,Customer 390,Returning
C1553,Customer 392,VIP
C1554,Customer 393,New
C1555,Customer 394,Returning
C1556,Customer 395,VIP
C1557,Customer 396,Returning
C1558,Customer 397,Returning
C1559,Customer 398,VIP
C1560,Customer 4,VIP
C1561,Customer 40,New
C1562,Customer 400,New
C1563,Customer 401,New
C1564,Customer 402,New
C1565,Customer 403,New
C1566,Customer 404,Returning
C1567,Customer 406,VIP
C1568,Customer 407,New
C1569,Customer 408,VIP
C1570,Customer 409,New
C1571,Customer 410,VIP
C1572,Customer 411,Returning
C1573,Customer 412,New
C1574,Customer 413,New
C1575,Customer 414,VIP
C1576,Customer 415,New
C1577,Customer 416,VIP
C1578,Customer 417,New
C1579,Customer 418,New
C1580,Customer 419,VIP
C1581,Customer 42,Returning
C1582,Customer 420,Returning
C1583,Customer 421,VIP
C1584,Customer 422,VIP
C1585,Customer 423,Returning
C1586,Customer 424,Returning
C1587,Customer 425,New
C1588,Customer 426,New
C1589,Customer 427,Returning
C1590,Customer 428,Returning
C1591,Customer 429,VIP
C1592,Customer 43,Returning
C1593,Customer 430,New
C1594,Customer 431,Returning
C1595,Customer 432,VIP
C1596,Customer 434,VIP
C1597,Customer 435,New
C1598,Customer 436,New
C1599,Customer 437,Returning
C1600,Customer 438,VIP
C1601,Customer 439,Returning
C1602,Customer 44,Returning
C1603,Customer 440,VIP
C1604,Customer 441,VIP
C1605,Customer 442,VIP
C1606,Customer 443,Returning
C1607,Customer 444,Returning
C1608,Customer 445,VIP
C1609,Customer 446,Returning
C1610,Customer 447,Returning
C1611,Customer 448,Returning
C1612,Customer 449,Returning
C1613,Customer 45,VIP
C1614,Customer 450,VIP
C1615,Customer 451,Returning
C1616,Customer 452,VIP
C1617,Customer 453,Returning
C1618,Customer 455,VIP
C1619,Customer 456,Returning
C1620,Customer 458,VIP
C1621,Customer 459,VIP
C1622,Customer 46,Returning
C1623,Customer 460,VIP
C1624,Customer 461,Returning
C1625,Customer 462,New
C1626,Customer 463,VIP
C1627,Customer 464,Returning
C1628,Customer 466,VIP
C1629,Customer 468,VIP
C1630,Customer 469,Returning
C1631,Customer 47,Returning
C1632,Customer 470,New
C1633,Customer 471,Returning
C1634,Customer 472,VIP
C1635,Customer 473,Returning
C1636,Customer 475,New
C1637,Customer 476,New
C1638,Customer 477,Returning
C1639,Customer 478,New
C1640,Customer 479,Returning
C1641,Customer 48,New
C1642,Customer 480,New
C1643,Customer 481,Returning
C1644,Customer 482,Returning
C1645,Customer 483,VIP
C1646,Customer 484,Returning
C1647,Customer 485,Returning
C1648,Customer 486,Returning
C1649,Customer 487,VIP
C1650,Customer 488,Returning
C1651,Customer 489,VIP
C1652,Customer 49,VIP
C1653,Customer 492,Returning
C1654,Customer 493,New
C1655,Customer 494,Returning
C1656,Customer 495,New
C1657,Customer 496,Returning
C1658,Customer 497,New
C1659,Customer 498,Returning
C1660,Customer 499,Returning
C1661,Customer 5,VIP
C1662,Customer 50,VIP
C1663,Customer 500,New
C1664,Customer 501,Returning
C1665,Customer 502,VIP
C1666,Customer 503,VIP
C1667,Customer 504,VIP
C1668,Customer 505,New
C1669,Customer 506,New
C1670,Customer 507,New
C1671,Customer 508,VIP
C1672,Customer 509,VIP
C1673,Customer 51,New
C1674,Customer 510,Returning
C1675,Customer 511,Returning
C1676,Customer 512,VIP
C1677,Customer 513,New
C1678,Customer 514,VIP
C1679,Customer 515,VIP
C1680,Customer 516,Returning
C1681,Customer 517,Returning
C1682,Customer 518,New
C1683,Customer 519,Returning
C1684,Customer 52,VIP
C1685,Customer 520,New
C1686,Customer 521,VIP
C1687,Customer 522,New
C1688,Customer 523,VIP
C1689,Customer 524,VIP
C1690,Customer 525,VIP
C1691,Customer 526,VIP
C1692,Customer 527,Returning
C1693,Customer 528,New
C1694,Customer 529,New
C1695,Customer 531,Returning
C1696,Customer 533,VIP
C1697,Customer 534,New
C1698,Customer 535,Returning
C1699,Customer 536,Returning
C1700,Customer 537,Returning
C1701,Customer 538,New
C1702,Customer 539,New
C1703,Customer 54,Returning
C1704,Customer 540,VIP
C1705,Customer 541,New
C1706,Customer 542,VIP
C1707,Customer 543,New
C1708,Customer 544,VIP
C1709,Customer 545,VIP
C1710,Customer 546,VIP
C1711,Customer 547,Returning
C1712,Customer 548,Returning
C1713,Customer 549,VIP
C1714,Customer 55,Returning
C1715,Customer 550,New
C1716,Customer 551,New
C1717,Customer 552,New
C1718,Customer 553,VIP
C1719,Customer 554,New
C1720,Customer 555,VIP
C1721,Customer 556,New
C1722,Customer 557,Returning
C1723,Customer 558,VIP
C1724,Customer 559,Returning
C1725,Customer 56,Returning
C1726,Customer 560,New
C1727,Customer 561,Returning
C1728,Customer 562,Returning
C1729,Customer 563,VIP
C1730,Customer 564,New
C1731,Customer 565,VIP
C1732,Customer 566,New
C1733,Customer 567,Returning
C1734,Customer 568,Returning
C1735,Customer 569,New
C1736,Customer 57,New
C1737,Customer 573,Returning
C1738,Customer 574,Returning
C1739,Customer 575,VIP
C1740,Customer 576,New
C1741,Customer 577,Returning
C1742,Customer 578,Returning
C1743,Customer 579,Returning
C1744,Customer 58,New
C1745,Customer 580,VIP
C1746,Customer 581,New
C1747,Customer 582,New
C1748,Customer 583,VIP
C1749,Customer 585,Returning
C1750,Customer 586,Returning
C1751,Customer 587,VIP
C1752,Customer 588,Returning
C1753,Customer 589,New
C1754,Customer 59,New
C1755,Customer 590,VIP
C1756,Customer 591,New
C1757,Customer 592,VIP
C1758,Customer 593,New
C1759,Customer 594,VIP
C1760,Customer 595,Returning
C1761,Customer 596,Returning
C1762,Customer 597,VIP
C1763,Customer 598,New
C1764,Customer 6,New
C1765,Customer 60,VIP
C1766,Customer 600,Returning
C1767,Customer 601,VIP
C1768,Customer 602,New
C1769,Customer 603,New
C1770,Customer 605,New
C1771,Customer 606,New
C1772,Customer 607,VIP
C1773,Customer 608,VIP
C1774,Customer 609,Returning
C1775,Customer 61,New
C1776,Customer 610,New
C1777,Customer 611,New
C1778,Customer 612,Returning
C1779,Customer 613,VIP
C1780,Customer 614,Returning
C1781,Customer 617,VIP
C1782,Customer 618,VIP
C1783,Customer 619,VIP
C1784,Customer 62,Returning
C1785,Customer 620,Returning
C1786,Customer 621,VIP
C1787,Customer 622,VIP
C1788,Customer 623,New
C1789,Customer 624,Returning
C1790,Customer 626,VIP
C1791,Customer 627,Returning
C1792,Customer 628,New
C1793,Customer 629,New
C1794,Customer 630,VIP
C1795,Customer 631,New
C1796,Customer 632,VIP
C1797,Customer 633,VIP
C1798,Customer 634,VIP
C1799,Customer 635,New
C1800,Customer 636,VIP
C1801,Customer 637,Returning
C1802,Customer 638,New
C1803,Customer 639,VIP
C1804,Customer 64,New
C1805,Customer 640,Returning
C1806,Customer 641,VIP
C1807,Customer 642,Returning
C1808,Customer 643,New
C1809,Customer 644,Returning
C1810,Customer 645,New
C1811,Customer 646,VIP
C1812,Customer 647,VIP
C1813,Customer 648,Returning
C1814,Customer 651,Returning
C1815,Customer 652,New
C1816,Customer 653,VIP
C1817,Customer 654,Returning
C1818,Customer 656,New
C1819,Customer 657,New
C1820,Customer 658,Returning
C1821,Customer 659,New
C1822,Customer 660,VIP
C1823,Customer 661,Returning
C1824,Customer 662,New
C1825,Customer 663,New
C1826,Customer 665,VIP
C1827,Customer 666,New
C1828,Customer 667,Returning
C1829,Customer 668,Returning
C1830,Customer 669,New
C1831,Customer 67,Returning
C1832,Customer 670,Returning
C1833,Customer 671,New
C1834,Customer 672,Returning
C1835,Customer 673,New
C1836,Customer 675,New
C1837,Customer 676,New
C1838,Customer 677,VIP
C1839,Customer 68,VIP
C1840,Customer 680,VIP
C1841,Customer 681,VIP
C1842,Customer 682,New
C1843,Customer 683,Returning
C1844,Customer 685,Returning
C1845,Customer 686,New
C1846,Customer 687,VIP
C1847,Customer 688,VIP
C1848,Customer 689,New
C1849,Customer 69,VIP
C1850,Customer 690,Returning
C1851,Customer 691,VIP
C1852,Customer 692,New
C1853,Customer 693,VIP
C1854,Customer 694,New
C1855,Customer 695,New
C1856,Customer 696,Returning
C1857,Customer 697,New
C1858,Customer 698,New
C1859,Customer 699,New
C1860,Customer 7,VIP
C1861,Customer 700,New
C1862,Customer 701,New
C1863,Customer 702,VIP
C1864,Customer 703,New
C1865,Customer 704,New
C1866,Customer 705,Returning
C1867,Customer 706,New
C1868,Customer 708,Returning
C1869,Customer 71,Returning
C1870,Customer 711,Returning
C1871,Customer 712,VIP
C1872,Customer 713,Returning
C1873,Customer 714,Returning
C1874,Customer 716,VIP
C1875,Customer 717,Returning
C1876,Customer 718,Returning
C1877,Customer 719,Returning
C1878,Customer 72,VIP
C1879,Customer 721,New
C1880,Customer 722,New
C1881,Customer 723,Returning
C1882,Customer 724,Returning
C1883,Customer 726,New
C1884,Customer 728,VIP
C1885,Customer 729,VIP
C1886,Customer 73,VIP
C1887,Customer 730,VIP
C1888,Customer 731,Returning
C1889,Customer 732,VIP
C1890,Customer 733,VIP
C1891,Customer 734,Returning
C1892,Customer 735,VIP
C1893,Customer 736,Returning
C1894,Customer 737,VIP
C1895,Customer 738,VIP
C1896,Customer 739,VIP
C1897,Customer 74,Returning
C1898,Customer 740,Returning
C1899,Customer 741,VIP
C1900,Customer 742,VIP
C1901,Customer 743,Returning
C1902,Customer 744,VIP
C1903,Customer 745,VIP
C1904,Customer 746,Returning
C1905,Customer 747,New
C1906,Customer 748,Returning
C1907,Customer 749,VIP
C1908,Customer 75,VIP
C1909,Customer 750,New
C1910,Customer 751,New
C1911,Customer 752,VIP
C1912,Customer 753,Returning
C1913,Customer 754,VIP
C1914,Customer 756,New
C1915,Customer 758,VIP
C1916,Customer 759,New
C1917,Customer 760,New
C1918,Customer 761,New
C1919,Customer 762,VIP
C1920,Customer 763,VIP
C1921,Customer 765,Returning
C1922,Customer 766,New
C1923,Customer 767,Returning
C1924,Customer 768,New
C1925,Customer 769,VIP
C1926,Customer 77,VIP
C1927,Customer 770,New
C1928,Customer 771,VIP
C1929,Customer 772,Returning
C1930,Customer 774,Returning
C1931,Customer 775,New
C1932,Customer 776,Returning
C1933,Customer 777,Returning
C1934,Customer 778,VIP
C1935,Customer 779,New
C1936,Customer 78,New
C1937,Customer 780,VIP
C1938,Customer 781,Returning
C1939,Customer 782,New
C1940,Customer 783,New
C1941,Customer 784,Returning
C1942,Customer 785,New
C1943,Customer 787,New
C1944,Customer 788,Returning
C1945,Customer 789,Returning
C1946,Customer 79,New
C1947,Customer 790,Returning
C1948,Customer 791,Returning
C1949,Customer 792,New
C1950,Customer 793,New
C1951,Customer 794,Returning
C1952,Customer 795,New
C1953,Customer 796,New
C1954,Customer 797,VIP
C1955,Customer 798,Returning
C1956,Customer 799,VIP
C1957,Customer 8,New
C1958,Customer 802,VIP
C1959,Customer 803,VIP
C1960,Customer 804,New
C1961,Customer 805,New
C1962,Customer 806,Returning
C1963,Customer 807,VIP
C1964,Customer 808,New
C1965,Customer 809,VIP
C1966,Customer 81,Returning
C1967,Customer 810,New
C1968,Customer 811,New
C1969,Customer 812,New
C1970,Customer 813,VIP
C1971,Customer 814,Returning
C1972,Customer 815,New
C1973,Customer 816,New
C1974,Customer 817,VIP
C1975,Customer 818,New
C1976,Customer 819,New
C1977,Customer 82,Returning
C1978,Customer 820,New
C1979,Customer 821,New
C1980,Customer 822,VIP
C1981,Customer 823,VIP
C1982,Customer 824,Returning
C1983,Customer 825,Returning
C1984,Customer 826,New
C1985,Customer 827,New
C1986,Customer 828,VIP
C1987,Customer 829,VIP
C1988,Customer 83,New
C1989,Customer 830,Returning
C1990,Customer 831,Returning
C1991,Customer 832,Returning
C1992,Customer 833,VIP
C1993,Customer 834,VIP
C1994,Customer 835,Returning
C1995,Customer 837,VIP
C1996,Customer 838,Returning
C1997,Customer 839,New
C1998,Customer 84,New
C1999,Customer 840,New
C2000,Customer 841,VIP
C2001,Customer 842,VIP
C2002,Customer 843,New
